geoid,st,cnty,state,county,All Renter Households,All Cost-Burdened Renter Households,% All Renter Households Cost-Burdened,All Severely Cost-Burdened Renter Households,% All Renter Households Severely Cost-Burdened,ELI Renter Households,ELI Cost-Burdened Renter Households,% ELI Renter Households Cost-Burdened,ELI Severely Cost-Burdened Renter Households,% ELI Renter Households Severely Cost-Burdened,VLI Renter Households,VLI Cost-Burdened Renter Households,% VLI Renter Households Cost-Burdened,VLI Severely Cost-Burdened Renter Households,% VLI Renter Households Severely Cost-Burdened,LI Renter Households,LI Cost-Burdened Renter Households,% LI Renter Households Cost-Burdened,LI Severely Cost-Burdened Renter Households,% LI Renter Households Severely Cost-Burdened,NLI Renter Households,NLI Cost-Burdened Renter Households,% NLI Renter Households Cost-Burdened,NLI Severely Cost-Burdened Renter Households,% NLI Renter Households Severely Cost-Burdened,Renter Households At or Below 30% HAMFI (ELI),Units Affordable At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable At or Below 30% HAMFI (ELI),Affordable Units per 100 Households At or Below 30% HAMFI (ELI),Affordable and Available Units At or Below 30% HAMFI (ELI),Deficit or Surplus of Units Affordable and Available At or Below 30% HAMFI (ELI),Affordable and Available Units per 100 Households At or Below 30% HAMFI (ELI),Renter Households At or Below 50% HAMFI (VLI),Units Affordable At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable At or Below 50% HAMFI (VLI),Affordable Units per 100 Households At or Below 50% HAMFI (VLI),Affordable and Available Units At or Below 50% HAMFI (VLI),Deficit or Surplus of Units Affordable and Available At or Below 50% HAMFI (VLI),Affordable and Available Units per 100 Households At or Below 50% HAMFI (VLI),Renter Households At or Below 80% HAMFI (LI),Units Affordable to LI Renter Households,Deficit or Surplus of Units Affordable to LI Renter Households,Units Affordable to LI Renter Households per 100 LI Renter Households,Units Affordable and Available to LI Renter Households,Deficit or Surplus of Units Affordable and Available to LI Renter Households,Units Affordable and Available to LI Renter Households per 100 LI Renter Households,FMR_0BR,FMR_1BR,FMR_2BR,FMR_3BR,FMR_4BR,state_clean,2020 Weighted RS Means Index,Ratio of State Costs to National Avg. of State Avgs.
0500000US01115,1,115,Alabama,St. Clair County,6650,2070,0.311278195,910,0.136842105,1380,925,0.670289855,640,0.463768116,1230,815,0.662601626,250,0.203252033,1265,315,0.249011858,20,0.015810277,2775,15,0.005405405,0,0.0,1380,1950,570,1.413043478,775,-605,0.561594203,2610,4160,1550,159.3869732,2160,-450,82.75862069,3875,6310,2435,162.8387097,3955,80,102.0645161,1024.0,1155.0,1266.0,1583.0,1801.0,alabama,0.829,0.879
0500000US01117,1,117,Alabama,Shelby County,15630,6374,0.407805502,3304,0.211388356,2755,2380,0.863883848,2125,0.771324864,2230,1780,0.798206278,985,0.441704036,3315,1720,0.518853695,170,0.051282051,7330,494,0.06739427,24,0.003274216,2755,2030,-725,0.736842105,835,-1920,0.303085299,4985,5015,30,100.6018054,2700,-2285,54.16248746,8300,14130,5830,170.2409639,8625,325,103.9156627,1024.0,1155.0,1266.0,1583.0,1801.0,alabama,0.829,0.879
0500000US01119,1,119,Alabama,Sumter County,1640,934,0.569512195,450,0.274390244,745,585,0.785234899,380,0.510067114,325,185,0.569230769,70,0.215384615,290,160,0.551724138,0,0.0,275,4,0.014545455,0,0.0,745,645,-100,0.865771812,335,-410,0.44966443,1070,1040,-30,97.19626168,690,-380,64.48598131,1360,1575,215,115.8088235,1325,-35,97.42647059,619.0,642.0,827.0,1107.0,1193.0,alabama,0.829,0.879
0500000US01121,1,121,Alabama,Talladega County,9260,3715,0.401187905,2180,0.235421166,2300,1810,0.786956522,1645,0.715217391,2315,1260,0.544276458,405,0.174946004,1810,540,0.298342541,80,0.044198895,2835,105,0.037037037,50,0.017636684,2300,2740,440,1.191304348,965,-1335,0.419565217,4615,4980,365,107.9089924,3050,-1565,66.08884074,6425,8515,2090,132.5291829,6020,-405,93.69649805,561.0,682.0,814.0,1107.0,1112.0,alabama,0.829,0.879
0500000US01123,1,123,Alabama,Tallapoosa County,3880,1390,0.358247423,725,0.18685567,1145,860,0.751091703,630,0.550218341,655,380,0.580152672,45,0.06870229,570,110,0.192982456,50,0.087719298,1510,40,0.026490066,0,0.0,1145,1470,325,1.283842795,775,-370,0.676855895,1800,2955,1155,164.1666667,1825,25,101.3888889,2370,4070,1700,171.7299578,2760,390,116.4556962,637.0,663.0,857.0,1030.0,1216.0,alabama,0.829,0.879
0500000US01125,1,125,Alabama,Tuscaloosa County,30100,14190,0.471428571,8460,0.281063123,8970,7855,0.875696767,6590,0.734671126,5010,3570,0.71257485,1565,0.31237525,5575,2245,0.402690583,150,0.02690583,10550,520,0.0492891,155,0.014691943,8970,5415,-3555,0.60367893,2965,-6005,0.330546265,13980,14020,40,100.286123,8710,-5270,62.30329041,19555,28300,8745,144.7200205,19440,-115,99.41191511,966.0,972.0,1169.0,1490.0,1548.0,alabama,0.829,0.879
0500000US01127,1,127,Alabama,Walker County,5695,1925,0.338015803,1135,0.199297629,1395,1010,0.724014337,915,0.655913978,1460,775,0.530821918,220,0.150684932,905,130,0.143646409,0,0.0,1935,10,0.005167959,0,0.0,1395,1620,225,1.161290323,675,-720,0.483870968,2855,3930,1075,137.6532399,2405,-450,84.23817863,3760,5810,2050,154.5212766,4090,330,108.7765957,644.0,724.0,886.0,1232.0,1481.0,alabama,0.829,0.879
0500000US01129,1,129,Alabama,Washington County,455,165,0.362637363,125,0.274725275,120,100,0.833333333,90,0.75,150,65,0.433333333,35,0.233333333,75,0,0.0,0,0.0,110,0,0.0,0,0.0,120,320,200,2.666666667,130,10,1.083333333,270,420,150,155.5555556,294,24,108.8888889,345,550,205,159.4202899,439,94,127.2463768,729.0,818.0,983.0,1292.0,1314.0,alabama,0.829,0.879
0500000US01131,1,131,Alabama,Wilcox County,820,209,0.254878049,159,0.193902439,315,145,0.46031746,125,0.396825397,120,40,0.333333333,30,0.25,150,14,0.093333333,4,0.026666667,230,10,0.043478261,0,0.0,315,410,95,1.301587302,190,-125,0.603174603,435,515,80,118.3908046,280,-155,64.36781609,585,730,145,124.7863248,540,-45,92.30769231,632.0,656.0,843.0,1079.0,1261.0,alabama,0.829,0.879
0500000US01133,1,133,Alabama,Winston County,1855,469,0.252830189,165,0.088948787,530,220,0.41509434,140,0.264150943,285,125,0.438596491,25,0.087719298,530,120,0.226415094,0,0.0,505,4,0.007920792,0,0.0,530,935,405,1.764150943,435,-95,0.820754717,815,1565,750,192.0245399,775,-40,95.09202454,1345,1890,545,140.5204461,1415,70,105.204461,576.0,631.0,776.0,1070.0,1150.0,alabama,0.829,0.879
0500000US02013,2,13,Alaska,Aleutians East Borough,350,71,0.202857143,49,0.14,65,49,0.753846154,45,0.692307692,30,8,0.266666667,4,0.133333333,60,10,0.166666667,0,0.0,200,4,0.02,0,0.0,65,144,79,2.215384615,29,-36,0.446153846,95,224,129,235.7894737,69,-26,72.63157895,155,313,158,201.9354839,151,-4,97.41935484,,,,,,alaska,1.208,1.281
0500000US02016,2,16,Alaska,Aleutians West Census Area,700,117,0.167142857,18,0.025714286,40,14,0.35,10,0.25,50,14,0.28,4,0.08,85,29,0.341176471,4,0.047058824,525,60,0.114285714,0,0.0,40,399,359,9.975,39,-1,0.975,90,463,373,514.4444444,82,-8,91.11111111,175,567,392,324.0,165,-10,94.28571429,,,,,,alaska,1.208,1.281
0500000US02020,2,20,Alaska,Anchorage Municipality,39600,17090,0.431565657,7595,0.191792929,7690,6450,0.838751625,5245,0.682054616,7270,5845,0.803988996,2130,0.292984869,9075,3470,0.382369146,210,0.023140496,15565,1325,0.085126887,10,0.000642467,7690,4375,-3315,0.568920676,2410,-5280,0.313394018,14960,17995,3035,120.2874332,10805,-4155,72.22593583,24035,37540,13505,156.1888912,25590,1555,106.4697316,,,,,,alaska,1.208,1.281
0500000US02050,2,50,Alaska,Bethel Census Area,1930,429,0.222279793,224,0.116062176,455,174,0.382417582,124,0.272527473,275,80,0.290909091,50,0.181818182,275,90,0.327272727,50,0.181818182,925,85,0.091891892,0,0.0,455,329,-126,0.723076923,109,-346,0.23956044,730,524,-206,71.78082192,268,-462,36.71232877,1005,1004,-1,99.90049751,568,-437,56.51741294,,,,,,alaska,1.208,1.281
0500000US02060,2,60,Alaska,Bristol Bay Borough,145,18,0.124137931,4,0.027586207,10,4,0.4,0,0.0,25,14,0.56,4,0.16,20,0,0.0,0,0.0,95,0,0.0,0,0.0,10,70,60,7.0,20,10,2.0,35,99,64,282.8571429,38,3,108.5714286,55,153,98,278.1818182,65,10,118.1818182,,,,,,alaska,1.208,1.281
0500000US02063,2,63,Alaska,Chugach Census Area,830,223,0.268674699,44,0.053012048,60,19,0.316666667,15,0.25,155,125,0.806451613,25,0.161290323,255,79,0.309803922,4,0.015686275,355,0,0.0,0,0.0,60,139,79,2.316666667,39,-21,0.65,215,329,114,153.0232558,118,-97,54.88372093,470,784,314,166.8085106,512,42,108.9361702,,,,,,alaska,1.208,1.281
0500000US02066,2,66,Alaska,Copper River Census Area,240,56,0.233333333,34,0.141666667,85,44,0.517647059,34,0.4,40,4,0.1,0,0.0,35,4,0.114285714,0,0.0,79,4,0.050632911,0,0.0,85,114,29,1.341176471,49,-36,0.576470588,125,209,84,167.2,123,-2,98.4,160,238,78,148.75,165,5,103.125,,,,,,alaska,1.208,1.281
0500000US02068,2,68,Alaska,Denali Borough,85,24,0.282352941,10,0.117647059,25,20,0.8,10,0.4,4,0,0.0,0,0.0,15,4,0.266666667,0,0.0,40,0,0.0,0,0.0,25,29,4,1.16,8,-17,0.32,29,33,4,113.7931034,16,-13,55.17241379,44,58,14,131.8181818,38,-6,86.36363636,,,,,,alaska,1.208,1.281
0500000US02070,2,70,Alaska,Dillingham Census Area,500,124,0.248,49,0.098,110,55,0.5,45,0.409090909,75,29,0.386666667,4,0.053333333,110,40,0.363636364,0,0.0,205,0,0.0,0,0.0,110,144,34,1.309090909,54,-56,0.490909091,185,238,53,128.6486486,123,-62,66.48648649,295,372,77,126.1016949,226,-69,76.61016949,,,,,,alaska,1.208,1.281
0500000US02090,2,90,Alaska,Fairbanks North Star Borough,14535,6250,0.42999656,2765,0.190230478,1895,1720,0.907651715,1465,0.773087071,2060,1830,0.888349515,870,0.422330097,3630,1950,0.537190083,430,0.1184573,6950,750,0.107913669,0,0.0,1895,1100,-795,0.580474934,445,-1450,0.234828496,3955,2700,-1255,68.26801517,1455,-2500,36.78887484,7585,10170,2585,134.0804219,6345,-1240,83.65194463,,,,,,alaska,1.208,1.281
0500000US02100,2,100,Alaska,Haines Borough,240,36,0.15,24,0.1,65,24,0.369230769,20,0.307692308,45,8,0.177777778,4,0.088888889,15,4,0.266666667,0,0.0,115,0,0.0,0,0.0,65,84,19,1.292307692,19,-46,0.292307692,110,133,23,120.9090909,62,-48,56.36363636,125,188,63,150.4,92,-33,73.6,,,,,,alaska,1.208,1.281
0500000US02105,2,105,Alaska,Hoonah-Angoon Census Area,200,52,0.26,12,0.06,50,23,0.46,8,0.16,20,14,0.7,4,0.2,50,15,0.3,0,0.0,80,0,0.0,0,0.0,50,84,34,1.68,34,-16,0.68,70,123,53,175.7142857,50,-20,71.42857143,120,192,72,160.0,107,-13,89.16666667,,,,,,alaska,1.208,1.281
0500000US02110,2,110,Alaska,Juneau City and Borough,4555,1690,0.371020856,910,0.199780461,1045,830,0.794258373,670,0.641148325,600,450,0.75,175,0.291666667,890,310,0.348314607,65,0.073033708,2015,100,0.049627792,0,0.0,1045,835,-210,0.799043062,530,-515,0.507177033,1645,1610,-35,97.87234043,995,-650,60.48632219,2535,4025,1490,158.7771203,2385,-150,94.08284024,,,,,,alaska,1.208,1.281
0500000US02122,2,122,Alaska,Kenai Peninsula Borough,5350,2204,0.411962617,1055,0.197196262,1320,980,0.742424242,690,0.522727273,1115,805,0.721973094,270,0.242152466,1085,310,0.285714286,25,0.023041475,1830,109,0.059562842,70,0.038251366,1320,1300,-20,0.984848485,660,-660,0.5,2435,2855,420,117.24846,1820,-615,74.74332649,3520,5145,1625,146.1647727,3640,120,103.4090909,,,,,,alaska,1.208,1.281
0500000US02130,2,130,Alaska,Ketchikan Gateway Borough,1900,900,0.473684211,385,0.202631579,405,355,0.87654321,270,0.666666667,310,255,0.822580645,70,0.225806452,500,250,0.5,45,0.09,685,40,0.058394161,0,0.0,405,260,-145,0.641975309,125,-280,0.308641975,715,610,-105,85.31468531,370,-345,51.74825175,1215,1715,500,141.1522634,1160,-55,95.47325103,,,,,,alaska,1.208,1.281
0500000US02150,2,150,Alaska,Kodiak Island Borough,2040,695,0.340686275,330,0.161764706,370,245,0.662162162,205,0.554054054,285,155,0.543859649,55,0.192982456,415,165,0.397590361,70,0.168674699,970,130,0.134020619,0,0.0,370,650,280,1.756756757,160,-210,0.432432432,655,885,230,135.1145038,400,-255,61.06870229,1070,1685,615,157.4766355,1005,-65,93.92523364,,,,,,alaska,1.208,1.281
0500000US02158,2,158,Alaska,Kusilvak Census Area,490,74,0.151020408,14,0.028571429,140,30,0.214285714,10,0.071428571,115,30,0.260869565,0,0.0,90,14,0.155555556,4,0.044444444,145,0,0.0,0,0.0,140,139,-1,0.992857143,39,-101,0.278571429,255,274,19,107.4509804,99,-156,38.82352941,345,293,-52,84.92753623,175,-170,50.72463768,,,,,,alaska,1.208,1.281
0500000US02164,2,164,Alaska,Lake and Peninsula Borough,110,12,0.109090909,4,0.036363636,25,4,0.16,4,0.16,20,0,0.0,0,0.0,25,4,0.16,0,0.0,39,4,0.102564103,0,0.0,25,49,24,1.96,14,-11,0.56,45,88,43,195.5555556,36,-9,80.0,70,102,32,145.7142857,67,-3,95.71428571,,,,,,alaska,1.208,1.281
0500000US02170,2,170,Alaska,Matanuska-Susitna Borough,8880,4274,0.481306306,2199,0.247635135,2385,2085,0.874213836,1785,0.748427673,1320,1085,0.821969697,335,0.253787879,1750,855,0.488571429,75,0.042857143,3425,249,0.07270073,4,0.001167883,2385,1215,-1170,0.509433962,650,-1735,0.272536688,3705,3405,-300,91.90283401,2115,-1590,57.08502024,5455,7950,2495,145.7378552,5290,-165,96.97525206,,,,,,alaska,1.208,1.281
0500000US02180,2,180,Alaska,Nome Census Area,1015,240,0.236453202,80,0.078817734,155,75,0.483870968,55,0.35483871,160,65,0.40625,15,0.09375,170,45,0.264705882,10,0.058823529,535,55,0.102803738,0,0.0,155,149,-6,0.961290323,29,-126,0.187096774,315,259,-56,82.22222222,104,-211,33.01587302,485,513,28,105.7731959,273,-212,56.28865979,,,,,,alaska,1.208,1.281
0500000US02185,2,185,Alaska,North Slope Borough,1075,210,0.195348837,75,0.069767442,145,90,0.620689655,75,0.517241379,90,30,0.333333333,0,0.0,175,65,0.371428571,0,0.0,660,25,0.037878788,0,0.0,145,285,140,1.965517241,65,-80,0.448275862,235,505,270,214.893617,175,-60,74.46808511,410,835,425,203.6585366,334,-76,81.46341463,,,,,,alaska,1.208,1.281
0500000US02188,2,188,Alaska,Northwest Arctic Borough,720,108,0.15,48,0.066666667,100,49,0.49,34,0.34,85,25,0.294117647,10,0.117647059,100,14,0.14,4,0.04,430,20,0.046511628,0,0.0,100,184,84,1.84,39,-61,0.39,185,274,89,148.1081081,104,-81,56.21621622,285,368,83,129.122807,197,-88,69.12280702,,,,,,alaska,1.208,1.281
0500000US02195,2,195,Alaska,Petersburg Borough,380,141,0.371052632,78,0.205263158,80,59,0.7375,49,0.6125,90,45,0.5,25,0.277777778,55,29,0.527272727,4,0.072727273,155,8,0.051612903,0,0.0,80,114,34,1.425,39,-41,0.4875,170,168,-2,98.82352941,102,-68,60.0,225,388,163,172.4444444,262,37,116.4444444,,,,,,alaska,1.208,1.281
0500000US02198,2,198,Alaska,Prince of Wales-Hyder Census Area,590,194,0.328813559,85,0.144067797,175,120,0.685714286,75,0.428571429,95,45,0.473684211,10,0.105263158,95,25,0.263157895,0,0.0,220,4,0.018181818,0,0.0,175,180,5,1.028571429,80,-95,0.457142857,270,410,140,151.8518519,210,-60,77.77777778,365,570,205,156.1643836,360,-5,98.63013699,,,,,,alaska,1.208,1.281
0500000US02220,2,220,Alaska,Sitka City and Borough,1260,598,0.474603175,223,0.176984127,215,179,0.83255814,124,0.576744186,220,170,0.772727273,80,0.363636364,295,120,0.406779661,15,0.050847458,530,129,0.243396226,4,0.00754717,215,174,-41,0.809302326,89,-126,0.413953488,435,424,-11,97.47126437,249,-186,57.24137931,730,989,259,135.4794521,684,-46,93.69863014,,,,,,alaska,1.208,1.281
0500000US02230,2,230,Alaska,Skagway Municipality,150,26,0.173333333,4,0.026666667,10,8,0.8,4,0.4,10,4,0.4,0,0.0,35,10,0.285714286,0,0.0,95,4,0.042105263,0,0.0,10,34,24,3.4,8,-2,0.8,20,68,48,340.0,20,0,100.0,55,137,82,249.0909091,56,1,101.8181818,,,,,,alaska,1.208,1.281
0500000US02240,2,240,Alaska,Southeast Fairbanks Census Area,590,164,0.277966102,44,0.074576271,95,39,0.410526316,24,0.252631579,105,70,0.666666667,20,0.19047619,150,35,0.233333333,0,0.0,235,20,0.085106383,0,0.0,95,164,69,1.726315789,34,-61,0.357894737,200,264,64,132.0,103,-97,51.5,350,509,159,145.4285714,312,-38,89.14285714,,,,,,alaska,1.208,1.281
0500000US02275,2,275,Alaska,Wrangell City and Borough,300,102,0.34,44,0.146666667,55,40,0.727272727,30,0.545454545,50,35,0.7,10,0.2,85,19,0.223529412,4,0.047058824,105,8,0.076190476,0,0.0,55,55,0,1.0,25,-30,0.454545455,105,205,100,195.2380952,90,-15,85.71428571,190,319,129,167.8947368,214,24,112.6315789,,,,,,alaska,1.208,1.281
0500000US02282,2,282,Alaska,Yakutat City and Borough,110,20,0.181818182,8,0.072727273,4,8,2.0,4,1.0,4,8,2.0,4,1.0,40,4,0.1,0,0.0,65,0,0.0,0,0.0,4,45,41,11.25,4,0,1.0,8,64,56,800.0,16,8,200.0,48,109,61,227.0833333,54,6,112.5,,,,,,alaska,1.208,1.281
0500000US02290,2,290,Alaska,Yukon-Koyukuk Census Area,490,86,0.175510204,52,0.106122449,135,48,0.355555556,44,0.325925926,80,14,0.175,4,0.05,105,24,0.228571429,4,0.038095238,165,0,0.0,0,0.0,135,135,0,1.0,30,-105,0.222222222,215,209,-6,97.20930233,74,-141,34.41860465,320,293,-27,91.5625,157,-163,49.0625,,,,,,alaska,1.208,1.281
0500000US04001,4,1,Arizona,Apache County,3790,969,0.255672823,550,0.145118734,720,545,0.756944444,480,0.666666667,440,175,0.397727273,40,0.090909091,705,165,0.234042553,30,0.042553191,1920,84,0.04375,0,0.0,720,1020,300,1.416666667,385,-335,0.534722222,1160,2500,1340,215.5172414,1135,-25,97.84482759,1865,3665,1800,196.5147453,2035,170,109.1152815,,,,,,arizona,0.855,0.907
0500000US04003,4,3,Arizona,Cochise County,14705,5740,0.390343421,2495,0.16967018,2875,2155,0.749565217,1845,0.64173913,2220,1550,0.698198198,545,0.245495495,2730,1280,0.468864469,55,0.02014652,6880,755,0.109738372,50,0.007267442,2875,2025,-850,0.704347826,1160,-1715,0.403478261,5095,5480,385,107.5564279,3495,-1600,68.5966634,7825,12860,5035,164.3450479,8095,270,103.4504792,,,,,,arizona,0.855,0.907
0500000US04005,4,5,Arizona,Coconino County,20475,10480,0.511843712,5920,0.289133089,4680,3990,0.852564103,3640,0.777777778,3195,2725,0.852895149,1790,0.560250391,3990,2335,0.585213033,470,0.117794486,8605,1430,0.166182452,20,0.00232423,4680,3065,-1615,0.65491453,1415,-3265,0.302350427,7875,6325,-1550,80.31746032,3410,-4465,43.3015873,11865,14010,2145,118.0783818,9265,-2600,78.08680995,,,,,,arizona,0.855,0.907
0500000US04007,4,7,Arizona,Gila County,5255,1835,0.349191246,930,0.17697431,995,655,0.658291457,525,0.527638191,645,410,0.635658915,225,0.348837209,910,445,0.489010989,140,0.153846154,2705,325,0.120147874,40,0.014787431,995,1045,50,1.050251256,365,-630,0.366834171,1640,1825,185,111.2804878,1005,-635,61.2804878,2550,3785,1235,148.4313725,2105,-445,82.54901961,,,,,,arizona,0.855,0.907
0500000US04009,4,9,Arizona,Graham County,3320,1100,0.331325301,665,0.200301205,790,660,0.835443038,595,0.753164557,415,185,0.445783133,45,0.108433735,460,140,0.304347826,25,0.054347826,1655,115,0.069486405,0,0.0,790,675,-115,0.85443038,190,-600,0.240506329,1205,1455,250,120.746888,830,-375,68.87966805,1665,2720,1055,163.3633634,1610,-55,96.6966967,,,,,,arizona,0.855,0.907
0500000US04011,4,11,Arizona,Greenlee County,1510,110,0.072847682,25,0.016556291,50,45,0.9,25,0.5,70,50,0.714285714,0,0.0,145,15,0.103448276,0,0.0,1245,0,0.0,0,0.0,50,860,810,17.2,170,120,3.4,120,1615,1495,1345.833333,325,205,270.8333333,265,1720,1455,649.0566038,514,249,193.9622642,,,,,,arizona,0.855,0.907
0500000US04012,4,12,Arizona,La Paz County,2450,670,0.273469388,405,0.165306122,570,385,0.675438596,290,0.50877193,215,125,0.581395349,70,0.325581395,395,125,0.316455696,45,0.113924051,1270,35,0.027559055,0,0.0,570,670,100,1.175438596,340,-230,0.596491228,785,1210,425,154.1401274,615,-170,78.34394904,1180,2015,835,170.7627119,1125,-55,95.33898305,,,,,,arizona,0.855,0.907
0500000US04013,4,13,Arizona,Maricopa County,590580,272815,0.46194419,137620,0.233025162,101785,91845,0.902343174,83745,0.822763669,88485,75585,0.854212578,38210,0.431824603,133355,76895,0.576618799,13060,0.097934086,266955,28490,0.106722107,2605,0.009758199,101785,38005,-63780,0.373385076,18450,-83335,0.18126443,190270,122465,-67805,64.36379881,71160,-119110,37.39948494,323625,434330,110705,134.2078022,278065,-45560,85.9219776,,,,,,arizona,0.855,0.907
0500000US04015,4,15,Arizona,Mohave County,26395,10925,0.413904149,4840,0.183368062,3575,3015,0.843356643,2785,0.779020979,3820,3020,0.790575916,1445,0.378272251,6705,3655,0.545115585,525,0.078299776,12295,1235,0.100447336,85,0.006913379,3575,3129,-446,0.875244755,829,-2746,0.231888112,7395,6679,-716,90.31778229,2819,-4576,38.12035159,14100,20794,6694,147.4751773,12274,-1826,87.04964539,,,,,,arizona,0.855,0.907
0500000US04017,4,17,Arizona,Navajo County,10630,3650,0.343367827,1755,0.165098777,1900,1320,0.694736842,1070,0.563157895,1450,925,0.637931034,470,0.324137931,1860,865,0.465053763,215,0.115591398,5420,540,0.099630996,0,0.0,1900,2250,350,1.184210526,940,-960,0.494736842,3350,4605,1255,137.4626866,1960,-1390,58.50746269,5210,8265,3055,158.6372361,4460,-750,85.60460653,,,,,,arizona,0.855,0.907
0500000US04019,4,19,Arizona,Pima County,149650,71910,0.480521216,38200,0.255262279,32830,29130,0.887298203,26680,0.812671337,25760,21450,0.832686335,8740,0.339285714,31985,15775,0.493199937,1965,0.061435048,59070,5555,0.094040968,815,0.01379719,32830,14125,-18705,0.430246726,6700,-26130,0.204081633,58590,45875,-12715,78.29834443,28865,-29725,49.26608636,90575,127375,36800,140.6293127,86835,-3740,95.87082528,,,,,,arizona,0.855,0.907
0500000US04021,4,21,Arizona,Pinal County,31890,12900,0.404515522,6155,0.193007212,6460,5070,0.784829721,4270,0.660990712,5325,3685,0.692018779,1505,0.282629108,8270,3270,0.395405079,345,0.04171705,11830,875,0.073964497,35,0.00295858,6460,7085,625,1.096749226,3065,-3395,0.474458204,11785,16000,4215,135.765804,9275,-2510,78.7017395,20055,30280,10225,150.9847918,20320,265,101.3213662,,,,,,arizona,0.855,0.907
0500000US04023,4,23,Arizona,Santa Cruz County,5365,2415,0.450139795,1130,0.210624418,1225,1025,0.836734694,865,0.706122449,850,520,0.611764706,170,0.2,1365,760,0.556776557,95,0.06959707,1925,110,0.057142857,0,0.0,1225,895,-330,0.730612245,460,-765,0.375510204,2075,2120,45,102.1686747,1195,-880,57.59036145,3440,4755,1315,138.2267442,3220,-220,93.60465116,,,,,,arizona,0.855,0.907
0500000US04025,4,25,Arizona,Yavapai County,28920,11750,0.406293223,5805,0.200726141,3920,3145,0.802295918,2900,0.739795918,5095,3705,0.727183513,1955,0.383709519,6100,3310,0.542622951,715,0.117213115,13805,1590,0.115175661,235,0.017022818,3920,4235,315,1.080357143,1075,-2845,0.274234694,9015,8530,-485,94.62007765,3915,-5100,43.42762063,15115,20395,5280,134.9321866,12610,-2505,83.42705921,,,,,,arizona,0.855,0.907
0500000US04027,4,27,Arizona,Yuma County,22975,9280,0.403917301,4805,0.20914037,3685,3285,0.891451832,3085,0.837177748,2725,2280,0.836697248,1310,0.480733945,4585,2360,0.514721919,325,0.070883315,11980,1355,0.113105175,85,0.007095159,3685,2485,-1200,0.674355495,865,-2820,0.234735414,6410,6135,-275,95.70982839,2865,-3545,44.69578783,10995,14935,3940,135.8344702,9055,-1940,82.35561619,,,,,,arizona,0.855,0.907
